account_id,plan_tier,seats,is_trial,churn_flag,total_tickets,avg_satisfaction,total_escalations,total_mrr,total_upgrades,total_usage_count,total_usage_duration,total_errors,tenure_days,provided_satisfaction_score,error_rate,ticket_per_month,escalation_rate,avg_session_duration,error_per_mrr,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner
A-0aaf6e,2,3,0,0,5.0,4.0,0.0,24084,0,599,172442,39,236,1,0.065,0.5639097744360902,0.0,287.4033333333333,0.0016192651027610546,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-e61e98,2,19,0,1,6.0,4.6,1.0,13484,2,527,131994,25,440,1,0.04734848484848485,0.3829787234042553,0.14285714285714285,249.98863636363637,0.0018539117538005192,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
A-92a333,2,9,0,0,4.0,3.9723255055446836,1.0,10659,0,364,103645,30,650,0,0.0821917808219178,0.1764705882352941,0.2,283.958904109589,0.0028142589118198874,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
A-95b24a,1,38,0,1,5.0,4.25,0.0,25034,4,611,188856,34,576,1,0.05555555555555555,0.24752475247524752,0.0,308.5882352941176,0.0013580986618733774,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
A-42e5e1,1,1,0,1,3.0,4.0,0.0,8916,1,411,116704,41,177,1,0.09951456310679611,0.43478260869565216,0.0,283.2621359223301,0.0045979589548054275,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-7d514c,2,17,0,0,3.0,5.0,0.0,24274,2,502,146707,30,334,1,0.05964214711729622,0.24725274725274726,0.0,291.6640159045726,0.0012358393408856848,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
A-65aeb5,1,9,0,0,2.0,5.0,0.0,34392,0,533,148034,40,343,1,0.0749063670411985,0.16085790884718498,0.0,277.21722846441946,0.0011630273602186493,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-e2cd1b,2,15,0,0,5.0,4.0,0.0,12548,1,465,138043,18,333,1,0.03862660944206009,0.4132231404958678,0.0,296.2296137339056,0.0014343772412144394,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-180abf,1,64,0,1,3.0,3.0,0.0,37312,2,499,136250,28,507,1,0.056,0.1675977653631285,0.0,272.5,0.000750408704740975,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-f17767,2,1,1,1,3.0,4.0,1.0,16139,3,713,208977,38,703,1,0.05322128851540616,0.12278308321964529,0.25,292.6848739495798,0.0023543990086741014,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-5a184f,2,1,0,1,3.0,4.333333333333333,0.0,20683,0,587,175629,29,563,1,0.04931972789115646,0.15177065767284992,0.0,298.6887755102041,0.0014020498936375943,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
A-7df7a7,0,7,0,1,3.0,4.0,1.0,29155,0,922,256811,47,705,1,0.050920910075839654,0.12244897959183673,0.25,278.2351029252438,0.0016120181094800383,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-1ac5e0,0,33,0,1,7.0,3.8,0.0,18249,0,558,167904,31,74,1,0.055456171735241505,2.019230769230769,0.0,300.3649373881932,0.0016986301369863014,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-52dd88,1,23,0,0,1.0,3.9161676646706587,0.0,16592,1,516,180823,33,681,0,0.06382978723404255,0.04219409282700422,0.0,349.75435203094776,0.0019887904538058217,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-bece89,1,26,0,0,4.0,4.0,1.0,19250,1,176,48112,13,398,1,0.07344632768361582,0.2803738317757009,0.2,271.819209039548,0.0006752895953456963,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
A-029f69,0,3,0,0,2.0,3.0,0.0,14638,2,789,241275,42,301,1,0.053164556962025315,0.18126888217522658,0.0,305.4113924050633,0.0028690484322699637,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
A-5c046d,0,93,0,0,1.0,3.0,0.0,83886,0,475,127926,23,180,1,0.04831932773109244,0.14285714285714285,0.0,268.75210084033614,0.0002741783589829175,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
A-fb186e,0,29,0,0,6.0,3.6666666666666665,0.0,5771,0,207,72170,7,67,1,0.03365384615384615,1.8556701030927836,0.0,346.97115384615387,0.0012127512127512127,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
A-ae052e,0,39,0,0,4.0,4.0,0.0,7693,1,300,88383,12,479,1,0.03986710963455149,0.23575638506876226,0.0,293.6312292358804,0.0015596568754873928,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
A-9f9299,2,28,1,0,5.0,5.0,0.0,42403,0,830,258465,54,488,1,0.06498194945848375,0.2895752895752896,0.0,311.028880866426,0.0012734647674747664,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-96e141,0,14,0,0,5.0,4.333333333333333,0.0,15468,0,346,81587,19,509,1,0.05475504322766571,0.2782931354359926,0.0,235.12103746397693,0.0012282629775680393,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A-117171,0,45,0,1,6.0,3.6666666666666665,1.0,12015,0,208,59864,11,112,1,0.05263157894736842,1.267605633802817,0.14285714285714285,286.4306220095694,0.0009154460719041278,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
A-313be3,2,47,1,0,4.0,5.0,1.0,19006,1,560,164545,40,414,1,0.07130124777183601,0.27027027027027023,0.2,293.3065953654189,0.00210448782027674,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-671f31,0,59,0,0,7.0,4.2,0.0,30385,0,167,43449,16,39,1,0.09523809523809523,3.0434782608695654,0.0,258.625,0.000526558283419996,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-bbc346,2,19,0,0,3.0,4.5,0.0,33122,3,650,179376,37,126,1,0.05683563748079877,0.5769230769230769,0.0,275.53917050691246,0.0011170485765178274,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
A-c16101,0,7,0,0,4.0,5.0,1.0,12422,1,561,185984,29,118,1,0.051601423487544484,0.8108108108108107,0.2,330.93238434163703,0.002334379779441359,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
A-50f3f7,0,31,0,1,6.0,5.0,1.0,44077,0,685,206893,45,377,1,0.06559766763848396,0.44226044226044225,0.14285714285714285,301.5932944606414,0.0010209174644947594,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
A-7da956,1,13,1,0,3.0,5.0,0.0,10963,1,543,150431,35,214,1,0.06433823529411764,0.36885245901639346,0.0,276.52757352941177,0.0031922655964976288,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-019782,2,11,0,0,2.0,3.0,0.0,8353,1,562,160848,30,624,1,0.05328596802841918,0.09174311926605504,0.0,285.6980461811723,0.0035910940866650705,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
A-df10db,2,2,1,0,2.0,3.0,1.0,11730,2,697,214976,40,576,1,0.05730659025787966,0.09900990099009901,0.3333333333333333,307.9885386819484,0.003409768988151053,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-3932db,1,19,1,1,6.0,4.333333333333333,0.0,14087,2,434,134963,28,456,1,0.06436781609195402,0.3703703703703704,0.0,310.2597701149425,0.0019875070982396364,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
A-4f18f0,1,24,1,0,5.0,4.0,0.0,30264,0,544,168051,25,256,1,0.045871559633027525,0.5244755244755245,0.0,308.35045871559635,0.0008260366760284157,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
A-4c6f11,1,24,1,1,3.0,4.333333333333333,0.0,7586,0,268,84855,4,402,1,0.01486988847583643,0.20833333333333331,0.0,315.4460966542751,0.0005272176090681429,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
A-8ae05d,2,86,0,0,1.0,4.0,0.0,26230,0,203,77446,10,271,1,0.049019607843137254,0.09966777408637874,0.0,379.6372549019608,0.00038122831763943424,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
A-b78bf8,1,33,0,0,5.0,4.2,0.0,22423,1,421,123802,11,48,1,0.026066350710900472,1.923076923076923,0.0,293.3696682464455,0.0004905458437388512,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-eafc6e,1,27,0,1,1.0,3.9161676646706587,0.0,16229,0,300,90218,15,546,0,0.04983388704318937,0.052083333333333336,0.0,299.72757475083057,0.0009242144177449168,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-37f969,2,30,0,0,5.0,3.6666666666666665,1.0,22959,2,312,107852,14,446,1,0.04472843450479233,0.31512605042016806,0.16666666666666666,344.57507987220447,0.0006097560975609756,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
A-10b8f2,0,47,1,0,3.0,4.333333333333333,0.0,30719,1,560,173183,23,722,1,0.040998217468805706,0.1196808510638298,0.0,308.70409982174687,0.0007486979166666667,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
A-439b2f,2,1,0,1,3.0,3.9723255055446836,0.0,1796,1,171,54271,5,316,0,0.029069767441860465,0.26011560693641617,0.0,315.52906976744185,0.0027824151363383415,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-544d0a,0,2,1,0,2.0,4.0,1.0,18492,1,510,152826,22,245,1,0.043052837573385516,0.2181818181818182,0.3333333333333333,299.0724070450098,0.0011896393229870763,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-ba6516,1,27,0,0,6.0,4.0,0.0,28379,1,642,213554,32,431,1,0.049766718506998445,0.39045553145336226,0.0,332.1213063763608,0.001127554615926709,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-712426,2,9,0,0,6.0,4.4,0.0,11197,2,696,214681,31,53,1,0.04447632711621234,2.1686746987951806,0.0,308.00717360114777,0.0027683514913377388,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
A-038089,1,5,0,1,6.0,3.6666666666666665,0.0,2104,0,210,63673,15,380,1,0.07109004739336493,0.43902439024390244,0.0,301.76777251184836,0.007125890736342043,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
A-afa505,0,70,1,0,4.0,3.0,1.0,66010,2,507,162673,28,372,1,0.05511811023622047,0.29850746268656714,0.2,320.2224409448819,0.0004241717289542652,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
A-d5a319,2,15,0,1,1.0,4.0,1.0,37847,3,604,212655,43,609,1,0.07107438016528926,0.046948356807511735,0.5,351.495867768595,0.0011361234411329528,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
A-f97b9a,1,16,0,0,7.0,3.6666666666666665,0.0,23833,1,561,173241,33,543,1,0.05871886120996441,0.36649214659685864,0.0,308.2580071174377,0.001384576655198456,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
A-2f6a32,0,19,0,0,2.0,3.5,0.0,7513,1,654,207283,46,129,1,0.07022900763358779,0.37735849056603776,0.0,316.46259541984733,0.006121905775885015,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-856b1e,0,19,0,0,5.0,4.008761282290694,1.0,6321,1,230,63418,24,429,0,0.1038961038961039,0.32679738562091504,0.16666666666666666,274.53679653679654,0.0037962670041126224,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
A-17939a,0,1,0,0,7.0,4.5,0.0,9669,0,440,121725,43,7,1,0.09750566893424037,5.675675675675675,0.0,276.0204081632653,0.0044467425025853154,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-d27f50,2,44,0,0,4.0,3.75,0.0,44815,1,481,170101,31,166,1,0.06431535269709543,0.6122448979591837,0.0,352.9066390041494,0.0006917172438414852,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
A-e36807,1,6,0,0,2.0,4.5,0.0,12569,0,446,140849,27,230,1,0.06040268456375839,0.23076923076923073,0.0,315.09843400447426,0.0021479713603818618,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
A-ff79f2,0,8,0,1,2.0,4.008761282290694,0.0,27873,2,393,133848,12,252,0,0.030456852791878174,0.2127659574468085,0.0,339.71573604060916,0.00043050871780153546,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
A-5b1bcd,1,73,0,0,4.0,4.5,0.0,133298,3,869,251284,54,474,1,0.06206896551724138,0.23809523809523808,0.0,288.832183908046,0.00040510431436094796,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-71615e,0,15,0,0,1.0,4.008761282290694,0.0,40713,3,620,194799,41,229,0,0.06602254428341385,0.11583011583011583,0.0,313.68599033816423,0.0010070246106990224,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-794a0b,0,23,0,0,0.0,4.008761282290694,0.0,10575,0,347,94200,31,580,0,0.08908045977011494,0.0,0.0,270.6896551724138,0.0029311649016641452,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
A-86902e,2,34,0,0,9.0,3.5,0.0,36041,2,628,202329,36,611,1,0.057233704292527825,0.42121684867394693,0.0,321.66772655007946,0.000998834692858332,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
A-0532a9,1,19,0,0,8.0,3.0,0.0,15161,4,519,157792,30,99,1,0.057692307692307696,1.8604651162790697,0.0,303.44615384615383,0.0019786307874950534,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
A-9779ad,1,40,1,1,3.0,5.0,0.0,51680,0,413,109079,25,279,1,0.06038647342995169,0.2912621359223301,0.0,263.47584541062804,0.000483736769799346,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
A-f45426,0,9,0,0,3.0,4.0,0.0,17289,0,624,191651,49,150,1,0.0784,0.5,0.0,306.6416,0.002834008097165992,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-c1e51e,0,3,0,0,5.0,3.2,0.0,23905,1,518,152228,36,92,1,0.06936416184971098,1.2295081967213115,0.0,293.3102119460501,0.0015058981008951727,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-fa3095,0,70,0,0,5.0,5.0,0.0,69230,0,600,202100,42,487,1,0.06988352745424292,0.2901353965183752,0.0,336.2728785357737,0.0006066646444511852,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-ad64c6,1,12,0,0,4.0,5.0,0.0,14708,0,215,79605,18,314,1,0.08333333333333333,0.3488372093023256,0.0,368.5416666666667,0.0012237405669997961,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
A-39b19f,2,1,0,0,6.0,4.25,1.0,21237,1,530,135061,37,699,1,0.0696798493408663,0.24691358024691357,0.14285714285714285,254.3521657250471,0.0017421602787456446,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
A-56962b,2,163,0,0,4.0,3.0,0.0,54605,1,271,81944,25,268,1,0.09191176470588236,0.40268456375838924,0.0,301.2647058823529,0.00045782514741969746,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A-e60f9d,0,29,0,0,2.0,4.008761282290694,0.0,50817,0,629,158587,24,129,0,0.0380952380952381,0.37735849056603776,0.0,251.7253968253968,0.00047227360384115866,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
A-88c6ca,0,5,0,1,1.0,4.008761282290694,0.0,6449,0,446,130195,19,69,0,0.042505592841163314,0.30303030303030304,0.0,291.2639821029083,0.002945736434108527,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
A-158f4e,2,61,0,0,5.0,4.333333333333333,0.0,43859,0,453,124458,29,671,1,0.06387665198237885,0.21398002853067047,0.0,274.13656387665196,0.0006611947104423165,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
A-5b051a,2,22,0,0,1.0,3.0,0.0,2332,0,171,44864,17,150,1,0.09883720930232558,0.16666666666666666,0.0,260.83720930232556,0.007286755250750107,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-296d7c,2,2,0,0,5.0,3.75,0.0,1989,0,357,124753,18,421,1,0.05027932960893855,0.3325942350332594,0.0,348.47206703910615,0.009045226130653266,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
A-1619f8,1,29,0,0,3.0,5.0,0.0,19790,1,432,142787,26,227,1,0.06004618937644342,0.3501945525291829,0.0,329.7621247113164,0.0013137284624324189,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-a1b80b,0,16,0,0,4.0,4.0,0.0,34589,3,749,222610,48,402,1,0.064,0.2777777777777778,0.0,296.81333333333333,0.0013876843018213356,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-139c3b,2,10,1,1,9.0,4.5,0.0,9027,1,478,150601,16,42,1,0.033402922755741124,3.75,0.0,314.4070981210856,0.0017722640673460345,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-702032,1,28,0,0,4.0,3.0,0.0,8540,1,285,91776,15,457,1,0.05244755244755245,0.2464065708418891,0.0,320.8951048951049,0.0017562346329469617,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-7a0d69,2,4,1,1,2.0,5.0,0.0,10362,2,606,179167,31,201,1,0.051070840197693576,0.2597402597402597,0.0,295.168039538715,0.0029914117533532763,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-22d9d2,1,8,0,0,6.0,4.0,1.0,18746,2,782,239679,43,286,1,0.05491698595146871,0.569620253164557,0.14285714285714285,306.1034482758621,0.002293700325385395,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
A-b9eed8,0,11,0,0,5.0,3.75,1.0,16577,0,623,168474,55,314,1,0.08814102564102565,0.436046511627907,0.16666666666666666,269.99038461538464,0.0033176498974544577,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-dfbd31,2,14,0,0,6.0,4.25,0.0,25079,1,599,182273,19,395,1,0.03166666666666667,0.4235294117647059,0.0,303.78833333333336,0.0007575757575757576,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
A-8e47ca,1,19,0,0,5.0,4.0,1.0,28120,1,441,133497,35,322,1,0.07918552036199095,0.42613636363636365,0.16666666666666666,302.02941176470586,0.0012446214572739234,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-4437e4,2,3,0,0,6.0,3.0,2.0,17831,4,806,260271,43,474,1,0.05328376703841388,0.35714285714285715,0.2857142857142857,322.5167286245353,0.002411395244504262,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-779e4e,0,5,0,0,5.0,4.0,0.0,28081,2,393,111038,20,731,1,0.050761421319796954,0.19710906701708278,0.0,281.8223350253807,0.0007121999857560003,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-53f4e3,2,13,0,0,5.0,4.0,0.0,15072,0,410,127529,45,202,1,0.10948905109489052,0.646551724137931,0.0,310.28953771289537,0.002985470709215153,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
A-692f18,0,5,1,1,2.0,5.0,0.0,30550,2,871,261911,55,280,1,0.06307339449541284,0.1935483870967742,0.0,300.3566513761468,0.0018002684036529082,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-13466a,0,2,0,1,3.0,4.333333333333333,1.0,13343,0,205,57539,14,438,1,0.06796116504854369,0.19230769230769232,0.25,279.31553398058253,0.0010491606714628297,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
A-1986ca,1,20,0,0,7.0,3.4,0.0,27661,1,362,102382,23,703,1,0.06336088154269973,0.286493860845839,0.0,282.04407713498625,0.0008314655484057551,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
A-0cc442,0,45,0,0,3.0,3.0,0.0,61935,3,765,230759,41,168,1,0.05352480417754569,0.4545454545454546,0.0,301.2519582245431,0.0006619736502195815,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
A-c608c8,1,3,0,1,2.0,3.0,0.0,9514,1,445,144345,27,616,1,0.06053811659192825,0.09287925696594426,0.0,323.6434977578475,0.002837624802942722,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
A-3be56b,1,3,0,1,4.0,3.5,0.0,17040,1,528,169908,33,434,1,0.062381852551984876,0.25862068965517243,0.0,321.187145557656,0.0019365060735872309,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
A-354f12,1,1,1,0,2.0,3.9161676646706587,0.0,8889,0,158,48510,3,249,0,0.018867924528301886,0.2150537634408602,0.0,305.0943396226415,0.0003374578177727784,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
A-68f37c,0,4,0,0,5.0,4.0,0.0,32270,3,624,202756,40,537,1,0.064,0.2645502645502646,0.0,324.4096,0.0012395029593133154,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-aa9511,1,23,1,0,2.0,4.0,0.0,60970,0,625,189526,35,450,1,0.05591054313099041,0.125,0.0,302.75718849840257,0.0005740433976808647,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-af0cd2,2,19,1,0,3.0,3.9723255055446836,0.0,6460,1,687,225366,33,730,0,0.04796511627906977,0.11842105263157895,0.0,327.5668604651163,0.005107568487850178,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
A-bd4513,2,50,1,0,3.0,4.666666666666667,0.0,52204,2,507,157547,34,57,1,0.06692913385826772,1.0344827586206897,0.0,310.13188976377955,0.000651278613159659,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
A-c222ab,1,32,0,1,4.0,5.0,0.0,18656,1,435,133441,33,237,1,0.07568807339449542,0.449438202247191,0.0,306.0573394495413,0.0017687731146486573,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
A-34d880,2,4,0,0,5.0,3.0,0.0,20964,0,474,144424,40,266,1,0.08421052631578947,0.5067567567567567,0.0,304.05052631578945,0.0019079418077748629,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
A-508199,0,19,0,0,3.0,3.0,0.0,8436,0,231,80389,15,340,1,0.06465517241379311,0.24324324324324323,0.0,346.50431034482756,0.0017778831338153371,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
A-f03140,1,27,1,0,7.0,3.6666666666666665,0.0,21075,1,595,196965,22,407,1,0.03691275167785235,0.4805491990846682,0.0,330.4781879194631,0.0010438413361169101,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
A-410e86,0,24,0,0,5.0,3.5,0.0,15960,0,292,107443,21,53,1,0.07167235494880546,1.8072289156626506,0.0,366.6996587030717,0.0013157070359000062,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
A-fa2041,1,15,1,0,1.0,3.0,0.0,20915,0,552,157263,34,218,1,0.06148282097649186,0.12096774193548389,0.0,284.38155515370704,0.0016255498183209026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
A-de58ca,2,15,0,0,5.0,3.3333333333333335,0.0,23905,0,505,141942,33,630,1,0.06521739130434782,0.22727272727272727,0.0,280.5177865612648,0.0013804065924872416,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
A-05d3b3,0,9,1,0,6.0,4.333333333333333,0.0,12610,0,642,193363,22,585,1,0.03421461897356143,0.2926829268292683,0.0,300.72006220839813,0.0017445087621917373,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
A-249769,2,4,0,1,2.0,4.0,0.0,15717,0,678,193777,30,252,1,0.044182621502209134,0.2127659574468085,0.0,285.38586156111927,0.001908639776052933,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-e43bf7,1,44,0,0,5.0,4.0,1.0,46666,3,371,103455,35,650,1,0.09408602150537634,0.22058823529411764,0.16666666666666666,278.10483870967744,0.0007499946428954078,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
A-eb2fdc,2,31,0,1,5.0,4.5,0.0,31968,0,547,174663,17,408,1,0.03102189781021898,0.3424657534246575,0.0,318.728102189781,0.0005317651474866276,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
A-e1462e,0,15,0,0,2.0,3.5,0.0,12030,1,347,98097,22,662,1,0.06321839080459771,0.08670520231213873,0.0,281.88793103448273,0.001828609425650403,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
A-cab532,1,11,1,0,1.0,4.0,0.0,20088,2,1005,273639,47,640,1,0.04671968190854871,0.04477611940298508,0.0,272.006958250497,0.0023395888297078004,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
A-9123ac,1,9,0,0,6.0,4.2,0.0,14751,0,386,120014,24,562,1,0.06201550387596899,0.30405405405405406,0.0,310.11369509043925,0.0016268980477223427,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
A-6e08f3,0,8,0,0,2.0,3.5,0.0,18190,1,492,149078,21,675,1,0.04259634888438134,0.0851063829787234,0.0,302.3894523326572,0.0011544170194052003,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
A-d922bf,0,5,1,1,7.0,3.3333333333333335,1.0,17114,0,419,134119,19,482,1,0.04523809523809524,0.41015625,0.125,319.3309523809524,0.001110137306456325,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
A-8ed5dd,2,5,0,1,6.0,3.75,0.0,11956,3,545,173217,45,553,1,0.08241758241758242,0.30874785591766724,0.0,317.24725274725273,0.0037634858242033956,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
A-7c6b6b,0,6,0,0,5.0,4.333333333333333,0.0,4818,0,311,82471,24,33,1,0.07692307692307693,2.380952380952381,0.0,264.33012820512823,0.0049802863664660715,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
A-3c1a3f,1,1,0,0,4.0,3.5,0.0,14909,0,497,172341,22,495,1,0.04417670682730924,0.22857142857142856,0.0,346.06626506024094,0.0014755197853789403,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
A-b48f73,1,80,1,0,3.0,4.0,0.0,28320,0,412,118416,23,50,1,0.05569007263922518,1.1249999999999998,0.0,286.7215496368039,0.0008121182161646835,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
A-76fa4d,1,69,0,0,5.0,4.5,0.0,61686,0,357,126251,21,39,1,0.05865921787709497,2.173913043478261,0.0,352.6564245810056,0.0003404282912120868,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
A-b2af2e,2,5,0,0,2.0,4.0,0.0,3112,0,174,60214,11,131,1,0.06285714285714286,0.3726708074534162,0.0,344.08,0.0035335689045936395,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
A-9bfc9f,1,53,0,0,6.0,3.3333333333333335,1.0,15342,3,376,109862,18,476,1,0.04774535809018567,0.3557312252964427,0.14285714285714285,291.41114058355436,0.0011731734341393469,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
A-4ae22a,1,6,0,1,3.0,3.0,0.0,9432,0,369,142387,31,238,1,0.08378378378378379,0.33582089552238803,0.0,384.8297297297297,0.0032863352061910313,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
